subject,model,raw,epoch,tracking_r_mean,tracking_r_median,tracking_r_max,tracking_r_min,tracking_r_sd,positive_channel_count,positive_channel_fraction,best_channel,minimum_channel,n_result_channels,contains_veog,h_shape,det_mean,finite_result,audio_alignment_qc,cache_qc,include_trf_primary,trf_exclusion_reason,cache_path,result_summary,correct,total,score_prop,high_noise_flag,exclude_high_noise,notes,include_prediction_primary,include_sensitivity,analysis_status
sub-11,gammatone-8,0.5-20,chapter-1,0.00257179527239025,0.008784967397848308,0.042775659581938776,-0.06802777265984289,0.0280332062985867,36,0.6,61,26,60,False,"(60, 8, 56)",-0.0002279391289433034,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-11/subject-11_raw-0.5-20_epoch-chapter-1_key-adfa1517e1472a1a.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",6.0,8.0,0.75,False,True,use,True,True,include_primary_and_sensitivity
sub-12,gammatone-8,0.5-20,chapter-1,0.03973010910425579,0.03981723724255991,0.09243264714994216,0.00217157032571641,0.01672435045632987,60,1.0,49,56,60,False,"(60, 8, 56)",0.0011282406610079825,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-12/subject-12_raw-0.5-20_epoch-chapter-1_key-8f2f86a51f07a2b7.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",6.0,8.0,0.75,False,True,use,True,True,include_primary_and_sensitivity
sub-13,gammatone-8,0.5-20,chapter-1,0.08232685871873742,0.08105117587635241,0.20230382096587246,-0.014671603805451452,0.06452202225445597,55,0.9166666666666666,44,52,60,False,"(60, 8, 56)",0.007444616893693915,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-13/subject-13_raw-0.5-20_epoch-chapter-1_key-92f55cea9b798296.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",8.0,8.0,1.0,False,True,use,True,True,include_primary_and_sensitivity
sub-14,gammatone-8,0.5-20,chapter-1,0.09359240094773005,0.10277667137822527,0.18245116038956916,-0.024234064811735546,0.04538006680265726,59,0.9833333333333333,58,56,60,False,"(60, 8, 56)",0.006107378361173235,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-14/subject-14_raw-0.5-20_epoch-chapter-1_key-8ba04d1fabc31810.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",4.0,4.0,1.0,False,True,use,True,True,include_primary_and_sensitivity
sub-15,gammatone-8,0.5-20,chapter-1,0.046096498349571156,0.05028501361971888,0.12494000584755278,-0.04840938469187753,0.04452860251483587,50,0.8333333333333334,58,53,60,False,"(60, 8, 56)",0.002377239162652922,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-15/subject-15_raw-0.5-20_epoch-chapter-1_key-96546cf91efd7523.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",4.0,4.0,1.0,False,True,use,True,True,include_primary_and_sensitivity
sub-16,gammatone-8,0.5-20,chapter-1,0.06140515793597126,0.06414940076533354,0.13080987845090566,-0.009958910069586926,0.041800155009826534,56,0.9333333333333333,34,57,60,False,"(60, 8, 56)",0.0030742008148399113,True,fail,pass,False,audio_alignment_failed,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-16/subject-16_raw-0.5-20_epoch-chapter-1_key-610479ca02d6d6f4.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",6.0,8.0,0.75,False,True,use,False,False,exclude_trf:audio_alignment_failed
sub-17,gammatone-8,0.5-20,chapter-1,0.0555179983111339,0.05556524198907839,0.11406702778242107,-0.019319538274832408,0.02931285176296796,59,0.9833333333333333,19,17,60,False,"(60, 8, 56)",0.0017791635926793115,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-17/subject-17_raw-0.5-20_epoch-chapter-1_key-76fd002a68b94352.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",6.0,8.0,0.75,False,True,use,True,True,include_primary_and_sensitivity
sub-18,gammatone-8,0.5-20,chapter-1,0.044077571526505016,0.04434368341261362,0.08430533728733325,-0.02656645636020403,0.026027185269882742,55,0.9166666666666666,43,26,60,False,"(60, 8, 56)",0.0012971149103397418,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-18/subject-18_raw-0.5-20_epoch-chapter-1_key-c00d1364d7631cc4.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",7.0,8.0,0.875,False,True,use,True,True,include_primary_and_sensitivity
sub-19,gammatone-8,0.5-20,chapter-1,0.03309048495834748,0.03202620480054723,0.06472410302050235,-0.012319387637819472,0.019455179588706666,57,0.95,43,32,60,False,"(60, 8, 56)",0.0010341388195276118,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-19/subject-19_raw-0.5-20_epoch-chapter-1_key-6988263e10dcaa41.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",8.0,8.0,1.0,False,True,use,True,True,include_primary_and_sensitivity
sub-20,gammatone-8,0.5-20,chapter-1,0.023146968681046234,0.022116815603817085,0.08012549282773881,-0.015340427900497635,0.018911421902233515,53,0.8833333333333333,50,20,60,False,"(60, 8, 56)",0.00045417523830866834,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-20/subject-20_raw-0.5-20_epoch-chapter-1_key-f4fe0232bf3b3c5a.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",5.0,8.0,0.625,False,True,use,True,True,include_primary_and_sensitivity
sub-21,gammatone-8,0.5-20,chapter-1,0.027766645863256664,0.028281893760993215,0.07180466008182294,-0.0371695289344271,0.02543775440689025,51,0.85,20,56,60,False,"(60, 8, 56)",0.0012643318743235858,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-21/subject-21_raw-0.5-20_epoch-chapter-1_key-e04c83ed1a482902.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",,,,False,False,use,False,False,exclude_prediction:missing_comprehension_score
sub-22,gammatone-8,0.5-20,chapter-1,0.0050780373301029386,0.004211045251073003,0.055575488338719274,-0.0373185324878078,0.021764676036019313,36,0.6,49,31,60,False,"(60, 8, 56)",4.382140141177363e-06,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-22/subject-22_raw-0.5-20_epoch-chapter-1_key-f1fda16c6cf92af8.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",6.0,8.0,0.75,False,True,use,True,True,include_primary_and_sensitivity
sub-23,gammatone-8,0.5-20,chapter-1,0.014313339215265295,0.008539450654783521,0.06955005277832921,-0.02394128313887679,0.020723347716567923,47,0.7833333333333333,31,27,60,False,"(60, 8, 56)",9.954460532911047e-05,True,pass,pass,True,,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-23/subject-23_raw-0.5-20_epoch-chapter-1_key-417a50afc358291d.pickle,"<BoostingResult eeg ~ gammatone-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",3.0,8.0,0.375,False,True,exclude: low score,True,True,include_primary_and_sensitivity
