run_time,subject,experiment_id,predictor,estimator,raw,epoch,reference,inv,tstart,tstop,samplingrate,filter_x,status,error_type,error,traceback,tracking_r_mean,tracking_r_median,tracking_r_max,tracking_r_min,tracking_r_sd,positive_channel_count,positive_channel_fraction,best_channel,minimum_channel,n_result_channels,contains_veog,n_model_terms,h_shape,finite_r,finite_h,finite_result,result_summary,proportion_explained_mean,cache_path,audio_alignment_qc,include_trf_primary,trf_exclusion_reason,correct,total,score_prop,low_score_flag,high_noise_flag,four_question_subject,s39_flag,exclude_high_noise,notes,include_prediction_primary,include_sensitivity
2026-08-25T17:30:01,sub-01,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.04888123482509496,0.04756044642712005,0.12655132952394166,-0.03879597243641601,0.04390067398612783,50,0.819672131147541,41,61,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.002886160453234059,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-01/subject-01_raw-0.5-20_epoch-story-segments_reference-mastoids_key-c944b674d118f5af.pickle,pass,True,,6.0,8.0,0.75,False,False,False,False,True,use,True,True
2026-08-25T17:31:47,sub-02,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.05682169605296692,0.06640582552286149,0.12211082284532584,-0.03926744779479595,0.044743572154104405,53,0.8688524590163934,57,50,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0025752820433486774,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-02/subject-02_raw-0.5-20_epoch-story-segments_reference-mastoids_key-5210c94e85203c4e.pickle,pass,True,,6.0,8.0,0.75,False,True,False,False,False,exclude: noise,True,False
2026-08-25T17:33:27,sub-03,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.04156544251632948,0.04649810122679585,0.07184045065559308,-0.02211625252953709,0.025296414813224796,57,0.9344262295081968,56,12,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0010678761086852697,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-03/subject-03_raw-0.5-20_epoch-story-segments_reference-mastoids_key-44e781d210c645c9.pickle,pass,True,,6.0,8.0,0.75,False,False,False,False,True,use,True,True
2026-08-25T17:34:43,sub-04,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.014535877946058698,0.013870555860812341,0.058318846463758844,-0.04697634257169185,0.025453352691766264,42,0.6885245901639344,31,52,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.00013616421606455842,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-04/subject-04_raw-0.5-20_epoch-story-segments_reference-mastoids_key-200cba4fa7e2ca56.pickle,pass,True,,7.0,8.0,0.875,False,False,False,False,True,use,True,True
2026-08-25T17:35:54,sub-05,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.03151053452079297,0.03196282559302645,0.08010505115141822,-0.012474868818756694,0.018254934665521232,59,0.9672131147540983,50,31,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0007131968957571121,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-05/subject-05_raw-0.5-20_epoch-story-segments_reference-mastoids_key-18b5233286dde876.pickle,pass,True,,7.0,8.0,0.875,False,False,False,False,True,use,True,True
2026-08-25T17:37:10,sub-06,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.028207774066099502,0.02595972506860326,0.09637050128139354,-0.02378632473919069,0.025733300626492053,53,0.8688524590163934,50,58,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0008883461069047498,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-06/subject-06_raw-0.5-20_epoch-story-segments_reference-mastoids_key-98b402522d60fd0f.pickle,pass,True,,5.0,8.0,0.625,False,False,False,False,True,use,True,True
2026-08-25T17:38:38,sub-07,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.053156638240056314,0.06241275891371224,0.09178309610665335,-0.01565552907161604,0.027626335477092662,59,0.9672131147540983,19,30,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0020415994459788036,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-07/subject-07_raw-0.5-20_epoch-story-segments_reference-mastoids_key-ee81f31565fb3a03.pickle,pass,True,,4.0,8.0,0.5,True,False,False,False,True,exclude: low score,True,True
2026-08-25T17:40:21,sub-08,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.029404889621989404,0.031040562414011767,0.06787275054220816,-0.014362784502171646,0.01961801484825549,54,0.8852459016393442,19,26,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0010217771971612697,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-08/subject-08_raw-0.5-20_epoch-story-segments_reference-mastoids_key-89cb8bc6f541fe6e.pickle,pass,True,,6.0,8.0,0.75,False,False,False,False,True,use,True,True
2026-08-25T17:41:47,sub-09,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.04368002928779378,0.040809207984817256,0.10138575864198048,-0.015739325035465487,0.02846212827637763,58,0.9508196721311475,11,57,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0014127928652277362,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-09/subject-09_raw-0.5-20_epoch-story-segments_reference-mastoids_key-10622bc310b1cc05.pickle,fail,False,audio_alignment_failed,2.0,8.0,0.25,True,False,False,False,True,exclude: low score,False,False
2026-08-25T17:43:22,sub-10,gammatone-8-plus-gammatone-on-8,gammatone-8 + gammatone-on-8,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.01654141249287874,0.013133393564713998,0.10728451854401164,-0.03213744204581585,0.027167316169829425,42,0.6885245901639344,51,31,61,False,2,"[(61, 8, 56), (61, 8, 56)]",True,True,True,"<BoostingResult eeg ~ gammatone-8 + gammatone-on-8, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.00039371353322148836,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-10/subject-10_raw-0.5-20_epoch-story-segments_reference-mastoids_key-f1e8cfb2f32b2a75.pickle,pass,True,,5.0,8.0,0.625,False,False,False,False,True,use,True,True
