run_time,subject,experiment_id,predictor,estimator,raw,epoch,reference,inv,tstart,tstop,samplingrate,filter_x,status,error_type,error,traceback,tracking_r_mean,tracking_r_median,tracking_r_max,tracking_r_min,tracking_r_sd,positive_channel_count,positive_channel_fraction,best_channel,minimum_channel,n_result_channels,contains_veog,h_shape,finite_r,finite_h,finite_result,result_summary,proportion_explained_mean,cache_path,audio_alignment_qc,include_trf_primary,trf_exclusion_reason,correct,total,score_prop,low_score_flag,high_noise_flag,four_question_subject,s39_flag,exclude_high_noise,notes,include_prediction_primary,include_sensitivity
2026-08-24T18:55:29,sub-01,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.04168041590068678,0.03659603018273678,0.09553053440008152,-0.01388805033166417,0.03171913151133485,57,0.9344262295081968,40,58,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0012102988561840903,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-01/subject-01_raw-0.5-20_epoch-story-segments_reference-mastoids_key-8bbcae93ac61ee2a.pickle,pass,True,,6.0,8.0,0.75,False,False,False,False,True,use,True,True
2026-08-24T18:55:33,sub-02,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.010748326436876305,0.010184364892262338,0.046685729657440285,-0.022553377849137912,0.01639380060089639,42,0.6885245901639344,57,49,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.00015860774691965732,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-02/subject-02_raw-0.5-20_epoch-story-segments_reference-mastoids_key-2b5b91ee2351dda2.pickle,pass,True,,6.0,8.0,0.75,False,True,False,False,False,exclude: noise,True,False
2026-08-24T18:55:35,sub-03,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.010352503528294432,0.013465721553583642,0.043735080458489416,-0.02153368849966838,0.014516488520601676,47,0.7704918032786885,59,13,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.00018831558737657808,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-03/subject-03_raw-0.5-20_epoch-story-segments_reference-mastoids_key-4debb3146bdad1a6.pickle,pass,True,,6.0,8.0,0.75,False,False,False,False,True,use,True,True
2026-08-24T18:55:38,sub-04,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.011049892630359916,0.010997091647443707,0.04970323444967683,-0.022090664659220036,0.013296146071623402,48,0.7868852459016393,19,53,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.00011315733740332693,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-04/subject-04_raw-0.5-20_epoch-story-segments_reference-mastoids_key-7438b92c01db2ddc.pickle,pass,True,,7.0,8.0,0.875,False,False,False,False,True,use,True,True
2026-08-24T18:55:40,sub-05,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.016072994832366863,0.013618652927476601,0.04884804636534428,-0.0017949710310721403,0.011842756921462666,58,0.9508196721311475,50,41,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0001748988727310985,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-05/subject-05_raw-0.5-20_epoch-story-segments_reference-mastoids_key-18588c3a9851b99c.pickle,pass,True,,7.0,8.0,0.875,False,False,False,False,True,use,True,True
2026-08-24T18:55:43,sub-06,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.018783511809459395,0.019186826557181607,0.05882937560333152,-0.010793290847734754,0.01567477720434297,54,0.8852459016393442,50,30,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0002816668614957373,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-06/subject-06_raw-0.5-20_epoch-story-segments_reference-mastoids_key-4812291a6aaf4fa0.pickle,pass,True,,5.0,8.0,0.625,False,False,False,False,True,use,True,True
2026-08-24T18:55:45,sub-07,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.018277763829144256,0.01938098607675476,0.046713077462754625,-0.01256721106696491,0.012504459665720509,55,0.9016393442622951,20,57,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.00026070706676681,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-07/subject-07_raw-0.5-20_epoch-story-segments_reference-mastoids_key-3768c4ba113b4808.pickle,pass,True,,4.0,8.0,0.5,True,False,False,False,True,exclude: low score,True,True
2026-08-24T18:55:48,sub-08,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.016075083525251305,0.01471759405345454,0.053221160544853034,-0.006357907564585404,0.012630519031094533,58,0.9508196721311475,19,46,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.00021205111542389266,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-08/subject-08_raw-0.5-20_epoch-story-segments_reference-mastoids_key-0d1bd615266c2888.pickle,pass,True,,6.0,8.0,0.75,False,False,False,False,True,use,True,True
2026-08-24T18:55:50,sub-09,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.02699345622189835,0.027909115693092484,0.06566715901057447,-0.021535175732005057,0.02208983841432187,53,0.8688524590163934,11,60,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",0.0004955689550999708,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-09/subject-09_raw-0.5-20_epoch-story-segments_reference-mastoids_key-b84fa06ec319abbb.pickle,fail,False,audio_alignment_failed,2.0,8.0,0.25,True,False,False,False,True,exclude: low score,False,False
2026-08-24T18:55:53,sub-10,gammatone-on-1,gammatone-on-1,boosting,0.5-20,story-segments,mastoids,,-0.1,1.0,50,continuous,ok,,,,0.002106876255807073,-0.0027328898356871905,0.05574434078232678,-0.023802169297678248,0.016035222321135266,25,0.4098360655737705,51,3,61,False,"(61, 56)",True,True,True,"<BoostingResult eeg ~ gammatone-on-1, -0.1 - 1, error=l1, basis=0.05, partitions=5, test=1, selective_stopping=1>",5.8687557981597066e-05,/Users/yanyuwoo/Data/bids/derivatives/eelbrain/cache/trf/sub-10/subject-10_raw-0.5-20_epoch-story-segments_reference-mastoids_key-7f7d84e26c48b13d.pickle,pass,True,,5.0,8.0,0.625,False,False,False,False,True,use,True,True
